placeID,rest_latitude,rest_longitude,rest_city,rest_state,num_tipos_cocina,nivel_estacionamiento,rating_promedio_historico,price,alcohol,smoking_area,dress_code,accessibility
135048,22.142017000000003,-100.999246,San Luis Potosi,San Luis Potosi,1.0,1,1.0,high,Wine-Beer,none,informal,no_accessibility
135047,22.150921,-100.993828,San Luis Potosi,San Luis Potosi,1.0,1,1.1,high,Wine-Beer,section,informal,no_accessibility
132754,22.1477379,-100.9906163,San Luis Potosi,San Luis Potosi,1.0,0,1.4615384615384615,medium,No_Alcohol_Served,none,informal,partially
135076,22.17655535,-100.973614,San Luis Potosi,San Luis Potosi,1.0,1,1.3076923076923077,high,Wine-Beer,none,informal,no_accessibility
135063,22.156724,-100.975556,San Luis Potosi,San Luis Potosi,1.0,0,1.25,medium,No_Alcohol_Served,none,informal,no_accessibility
135042,22.159357,-100.973411,San Luis Potosi,San Luis Potosi,1.0,0,1.25,medium,No_Alcohol_Served,none,informal,no_accessibility
135053,22.17655535,-101.012861,San Luis Potosi,San Luis Potosi,3.0,1,1.125,high,No_Alcohol_Served,section,informal,no_accessibility
135081,22.164842,-100.960493,San Luis Potosi,San Luis Potosi,1.0,0,1.1818181818181819,medium,No_Alcohol_Served,none,informal,no_accessibility
135062,22.153703,-100.979033,San Luis Potosi,San Luis Potosi,1.0,1,1.2380952380952381,medium,No_Alcohol_Served,none,informal,no_accessibility
135069,22.140129,-100.944872,San Luis Potosi,San Luis Potosi,1.0,1,0.5,low,Wine-Beer,none,informal,no_accessibility
135057,22.145992,-100.955118,San Luis Potosi,San Luis Potosi,1.0,1,1.2666666666666666,medium,Wine-Beer,section,informal,no_accessibility
135043,22.17655535,-100.944518,Soledad,San Luis Potosi,2.0,0,0.8888888888888888,medium,No_Alcohol_Served,none,informal,no_accessibility
135039,22.145893,-100.97487,San Luis Potosi,San Luis Potosi,1.0,1,1.25,low,No_Alcohol_Served,section,informal,no_accessibility
135052,22.150981,-100.977412,San Luis Potosi,San Luis Potosi,2.0,0,1.28,high,Full_Bar,none,informal,no_accessibility
135030,22.14788,-100.989472,San Luis Potosi,San Luis Potosi,2.0,0,1.5833333333333333,medium,No_Alcohol_Served,none,informal,no_accessibility
135027,22.147145,-100.974494,San Luis Potosi,San Luis Potosi,1.0,0,0.875,medium,Wine-Beer,none,informal,no_accessibility
132830,22.1508494,-100.9397522,?,?,1.0,0,0.9166666666666666,low,No_Alcohol_Served,none,informal,completely
135108,22.1362534,-100.9335852,San Luis Potosi,?,1.0,0,1.1818181818181819,low,No_Alcohol_Served,none,informal,completely
135050,22.174887,-100.970825,Soledad,San Luis Potosi,1.0,1,1.25,high,Wine-Beer,none,informal,no_accessibility
135070,22.152918,-100.915164,San Luis Potosi,San Luis Potosi,1.0,1,0.875,medium,No_Alcohol_Served,none,informal,no_accessibility
135041,22.15106,-100.977659,San Luis Potosi,San Luis Potosi,2.0,0,1.1764705882352942,medium,Wine-Beer,none,informal,no_accessibility
135082,22.151448,-100.915099,San Luis Potosi,San Luis Potosi,1.0,0,0.7777777777777778,medium,No_Alcohol_Served,none,informal,no_accessibility
135054,22.140626,-100.915657,San Luis Potosi,San Luis Potosi,1.0,1,1.0,high,No_Alcohol_Served,none,informal,no_accessibility
135066,22.16835,-100.972466,San Luis Potosi,San Luis Potosi,1.0,1,1.5,high,Wine-Beer,section,informal,no_accessibility
135026,22.148665,-101.001273,San Luis Potosi,San Luis Potosi,2.0,0,1.3636363636363635,high,Full_Bar,none,informal,no_accessibility
135059,22.145108,-100.989547,San Luis Potosi,San Luis Potosi,1.0,1,1.6666666666666667,medium,Wine-Beer,section,informal,no_accessibility
135065,22.14958,-100.999557,San Luis Potosi,San Luis Potosi,1.0,0,1.1111111111111112,high,Wine-Beer,section,informal,no_accessibility
135079,22.156376,-100.998355,San Luis Potosi,San Luis Potosi,1.0,0,1.1764705882352942,high,No_Alcohol_Served,none,informal,no_accessibility
135055,22.148854,-101.008472,San Luis Potosi,San Luis Potosi,1.0,1,1.7142857142857142,high,No_Alcohol_Served,section,informal,no_accessibility
135080,22.145008,-100.997969,San Luis Potosi,San Luis Potosi,1.0,0,1.0,high,No_Alcohol_Served,section,informal,no_accessibility
135064,22.154687,-100.996617,San Luis Potosi,San Luis Potosi,1.0,1,0.8823529411764706,high,No_Alcohol_Served,none,informal,no_accessibility
135040,22.135617,-100.969709,San Luis Potosi,San Luis Potosi,1.0,1,0.4545454545454547,high,Wine-Beer,none,informal,no_accessibility
135073,22.147175,-100.974269,San Luis Potosi,San Luis Potosi,2.0,1,1.5,high,Wine-Beer,section,informal,no_accessibility
135033,22.14161,-100.973142,San Luis Potosi,San Luis Potosi,1.0,0,0.75,medium,No_Alcohol_Served,section,informal,no_accessibility
135045,22.151189,-100.98179,San Luis Potosi,San Luis Potosi,1.0,1,1.4615384615384615,high,Wine-Beer,none,casual,no_accessibility
132834,22.156469,-100.98554,San Luis Potosi,San Luis Potosi,1.0,1,1.0,low,No_Alcohol_Served,not permitted,casual,no_accessibility
132845,22.1262926,-100.9007764,San Luis Potosi,San Luis Potosi,1.0,0,0.8,medium,No_Alcohol_Served,none,informal,no_accessibility
132846,22.1422732,-100.9426537,San Luis Potosi,San Luis Potosi,1.0,0,1.4,low,No_Alcohol_Served,permitted,casual,no_accessibility
132847,22.1443365,-100.9373825,San Luis Potosi,San Luis Potosi,1.0,0,1.1666666666666667,low,No_Alcohol_Served,none,informal,no_accessibility
132851,22.136872,-100.9345736,San Luis Potosi,San Luis Potosi,2.0,1,1.4285714285714286,low,No_Alcohol_Served,not permitted,informal,completely
132854,22.1378633,-100.9383273,San Luis Potosi,San Luis Potosi,1.0,1,1.3333333333333333,medium,Wine-Beer,none,informal,completely
132856,22.1513782,-100.9746337,San Luis Potosi,San Luis Potosi,1.0,0,0.8571428571428571,low,Wine-Beer,none,informal,completely
132858,22.1312917,-100.9371941,San Luis Potosi,San Luis Potosi,1.0,0,0.8,low,No_Alcohol_Served,none,informal,completely
132861,22.1480965,-101.0173023,San Luis Potosi,San Luis Potosi,1.0,1,1.4285714285714286,medium,No_Alcohol_Served,not permitted,informal,completely
132862,22.1506429,-100.9870148,San Luis Potosi,San Luis Potosi,1.0,2,1.3888888888888888,high,Wine-Beer,none,casual,completely
135035,22.145813,-101.018032,San Luis Potosi,San Luis Potosi,1.0,1,1.5,high,No_Alcohol_Served,section,informal,no_accessibility
132866,22.1412198,-100.9313107,San Luis Potosi,San Luis Potosi,2.0,1,1.4,medium,No_Alcohol_Served,not permitted,informal,completely
132869,22.1412384,-100.9239252,San Luis Potosi,San Luis Potosi,1.0,1,1.1666666666666667,medium,No_Alcohol_Served,not permitted,informal,no_accessibility
132870,22.1430781,-100.9354788,San Luis Potosi,San Luis Potosi,1.0,0,0.6,low,No_Alcohol_Served,not permitted,informal,no_accessibility
132875,22.1499013,-100.9937793,?,?,1.0,2,1.125,high,Wine-Beer,section,informal,no_accessibility
132877,22.1353639,-100.9349477,?,?,1.0,0,0.75,low,No_Alcohol_Served,none,informal,completely
132884,22.139577600000003,-101.0278863,?,?,1.0,0,1.1666666666666667,low,No_Alcohol_Served,none,informal,completely
132872,22.1735955,-100.9946027,San Luis Potosi,Mexico,1.0,1,0.9166666666666666,medium,No_Alcohol_Served,not permitted,informal,partially
132885,22.17655535,-100.9584358,San Luis Potosi,San Luis Potosi,1.0,1,0.6,low,No_Alcohol_Served,none,informal,completely
132921,22.150305,-100.9891337,?,?,1.0,0,1.2352941176470589,low,Wine-Beer,section,casual,completely
132922,22.1511348,-100.9823115,?,?,1.0,0,1.8333333333333333,medium,No_Alcohol_Served,permitted,formal,completely
132925,22.1534997,-100.976243,?,?,1.0,0,1.0,medium,Wine-Beer,not permitted,informal,completely
132951,22.1544736,-100.98580909999998,San Luis Potosi,San Luis Potosi,1.0,1,1.0,low,No_Alcohol_Served,not permitted,casual,completely
132937,22.1500193,-100.9799203,San Luis Potosi,San Luis Potosi,1.0,0,1.5,low,Full_Bar,section,informal,completely
132954,22.1603808,-100.9880447,San Luis Potosi,San Luis Potosi,1.0,1,1.0,medium,No_Alcohol_Served,not permitted,informal,partially
132955,22.147622,-101.0102749,San Luis Potosi,Mexico,1.0,0,1.9090909090909087,low,Wine-Beer,none,informal,completely
132958,22.1449787,-101.0056829,San Luis Potosi,San Luis Potosi,1.0,0,1.6666666666666667,low,No_Alcohol_Served,none,informal,completely
