userID,placeID,rating,num_tipos_cocina,nivel_estacionamiento,rating_promedio_historico,activity,ambience,budget,color,dress_preference,drink_level,height,hijos,interest,user_latitude,user_longitude,marital_status,personality,religion,smoker,transport,weight,Rambience,accessibility,address,alcohol,area,rest_city,country,dress_code,franchise,rest_latitude,rest_longitude,rest_name,other_services,price,smoking_area,rest_state,url,zip,user_age,target_exitoso
U1067,132630,1,1.0,0,1.1666666666666667,student,family,medium,green,no preference,abstemious,1.73,independent,technology,22.2371245,-99.168605,single,thrifty-protector,Christian,false,public,92,familiar,completely,blvrd emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,f,22.17655535,-100.8445762,palomo tec,none,low,none,Tamaulipas,?,?,38.0,0
U1067,135104,0,1.0,1,0.8571428571428571,student,family,medium,green,no preference,abstemious,1.73,independent,technology,22.2371245,-99.168605,single,thrifty-protector,Christian,false,public,92,familiar,completely,?,Full_Bar,closed,?,?,informal,t,22.17655535,-100.8445762,vips,variety,medium,not permitted,?,?,?,38.0,0
U1067,132560,1,1.0,1,0.5,student,family,medium,green,no preference,abstemious,1.73,independent,technology,22.2371245,-99.168605,single,thrifty-protector,Christian,false,public,92,familiar,no_accessibility,frente al tecnologico,No_Alcohol_Served,open,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,puesto de gorditas,none,low,permitted,Tamaulipas,?,?,38.0,0
U1103,132584,1,1.0,1,1.3333333333333333,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,t,22.17655535,-100.8445762,Gorditas Dona Tota,none,medium,not permitted,?,?,?,36.0,0
U1103,132732,0,1.0,0,0.625,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,Calle Mezquite Fracc Framboyanes,No_Alcohol_Served,open,Ciudad Victoria,Mexico,casual,f,22.17655535,-100.8445762,Taqueria EL amigo ,none,low,none,Tamaulipas,?,87018,36.0,0
U1103,132630,1,1.0,0,1.1666666666666667,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,blvrd emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,f,22.17655535,-100.8445762,palomo tec,none,low,none,Tamaulipas,?,?,36.0,0
U1103,132613,2,1.0,1,1.1666666666666667,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,lic. Emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,carnitas_mata,none,medium,permitted,Tamaulipas,?,?,36.0,1
U1103,132667,1,1.0,0,1.25,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,calle emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,t,22.17655535,-100.8445762,little pizza Emilio Portes Gil,none,low,none,Tamaulipas,?,?,36.0,0
U1103,135104,1,1.0,1,0.8571428571428571,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,?,Full_Bar,closed,?,?,informal,t,22.17655535,-100.8445762,vips,variety,medium,not permitted,?,?,?,36.0,0
U1103,132663,1,1.0,0,0.5,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,tacos abi,none,low,none,Tamaulipas,?,?,36.0,0
U1103,132733,2,1.0,1,1.3,professional,friends,medium,green,formal,abstemious,1.9,independent,technology,22.2371245,-99.16859,single,hard-worker,Jewish,false,public,97,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Little Cesarz,none,medium,not permitted,Tamaulipas,?,?,36.0,1
U1107,132660,2,1.0,0,1.4,?,friends,high,blue,no preference,abstemious,1.79,independent,variety,22.2371245,-99.171889,single,hard-worker,Catholic,false,car owner,87,familiar,completely,Emilio Portes Gil,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,f,22.17655535,-100.8445762,carnitas mata calle Emilio Portes Gil,none,low,none,Tamaulipas,?,?,36.0,1
U1107,132584,2,1.0,1,1.3333333333333333,?,friends,high,blue,no preference,abstemious,1.79,independent,variety,22.2371245,-99.171889,single,hard-worker,Catholic,false,car owner,87,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,t,22.17655535,-100.8445762,Gorditas Dona Tota,none,medium,not permitted,?,?,?,36.0,1
U1107,132733,2,1.0,1,1.3,?,friends,high,blue,no preference,abstemious,1.79,independent,variety,22.2371245,-99.171889,single,hard-worker,Catholic,false,car owner,87,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Little Cesarz,none,medium,not permitted,Tamaulipas,?,?,36.0,1
U1044,135088,2,1.0,1,1.0,professional,family,medium,orange,informal,social drinker,1.73,kids,variety,22.078728500000004,-99.260789,married,thrifty-protector,Catholic,true,car owner,85,quiet,no_accessibility,Interior Internado Palmira SN,No_Alcohol_Served,closed,Cuernavaca,Mexico,informal,f,22.122991749999997,-100.8445762,Cafeteria cenidet,none,low,not permitted,Morelos,www.cenidet.edu.mx,?,44.0,1
U1044,132583,1,1.0,0,1.0,professional,family,medium,orange,informal,social drinker,1.73,kids,variety,22.078728500000004,-99.260789,married,thrifty-protector,Catholic,true,car owner,85,familiar,partially,Rayon sn col. Centro,No_Alcohol_Served,closed,Cuernavaca,Mexico,informal,t,22.122991749999997,-100.8445762,McDonalds Centro,none,low,not permitted,Morelos,no,62000,44.0,0
U1070,132608,2,1.0,1,1.0,student,friends,low,green,informal,casual drinker,1.6,independent,variety,22.2371245,-99.166868,single,thrifty-protector,Catholic,false,public,47,quiet,completely,cd. mier,No_Alcohol_Served,open,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Hamburguesas La perica,none,low,permitted,Tamaulipas,?,?,34.0,1
U1070,132609,1,1.0,1,0.6,student,friends,low,green,informal,casual drinker,1.6,independent,variety,22.2371245,-99.166868,single,thrifty-protector,Catholic,false,public,47,quiet,completely,tampico,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Pollo_Frito_Buenos_Aires,none,low,not permitted,Tamaulipas,?,?,34.0,0
U1070,132613,1,1.0,1,1.1666666666666667,student,friends,low,green,informal,casual drinker,1.6,independent,variety,22.2371245,-99.166868,single,thrifty-protector,Catholic,false,public,47,familiar,completely,lic. Emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,carnitas_mata,none,medium,permitted,Tamaulipas,?,?,34.0,0
U1031,132663,0,1.0,0,0.5,unemployed,solitary,medium,white,informal,abstemious,1.6,kids,none,22.2371245,-99.159851,married,hard-worker,Catholic,false,?,40,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,tacos abi,none,low,none,Tamaulipas,?,?,33.0,0
U1031,132665,0,1.0,0,0.8,unemployed,solitary,medium,white,informal,abstemious,1.6,kids,none,22.2371245,-99.159851,married,hard-worker,Catholic,false,?,40,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,TACOS CORRECAMINOS,none,low,none,Tamaulipas,?,?,33.0,0
U1031,132668,0,1.0,0,1.0,unemployed,solitary,medium,white,informal,abstemious,1.6,kids,none,22.2371245,-99.159851,married,hard-worker,Catholic,false,?,40,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,TACOS EL GUERO,none,low,none,Tamaulipas,?,?,33.0,0
U1082,132630,1,1.0,0,1.1666666666666667,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,familiar,completely,blvrd emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,f,22.17655535,-100.8445762,palomo tec,none,low,none,Tamaulipas,?,?,36.0,0
U1023,132715,0,1.0,0,1.0,student,friends,low,blue,informal,casual drinker,1.79,independent,none,22.2371245,-99.166589,single,hard-worker,Catholic,false,car owner,97,quiet,no_accessibility,?,No_Alcohol_Served,open,?,?,informal,f,22.17655535,-100.8445762,tacos de la estacion,none,low,none,?,?,?,37.0,0
U1023,132717,0,1.0,1,1.3333333333333333,student,friends,low,blue,informal,casual drinker,1.79,independent,none,22.2371245,-99.166589,single,hard-worker,Catholic,false,car owner,97,familiar,partially,?,No_Alcohol_Served,closed,?,?,informal,f,22.17655535,-100.8445762,tortas hawai,none,medium,not permitted,?,?,?,37.0,0
U1082,132613,0,1.0,1,1.1666666666666667,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,familiar,completely,lic. Emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,carnitas_mata,none,medium,permitted,Tamaulipas,?,?,36.0,0
U1082,132594,0,1.0,1,0.6,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,familiar,completely,?,No_Alcohol_Served,open,?,?,informal,f,22.17655535,-100.8445762,tacos de barbacoa enfrente del Tec,none,low,not permitted,?,?,?,36.0,0
U1082,132608,0,1.0,1,1.0,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,quiet,completely,cd. mier,No_Alcohol_Served,open,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Hamburguesas La perica,none,low,permitted,Tamaulipas,?,?,36.0,0
U1082,132609,0,1.0,1,0.6,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,quiet,completely,tampico,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Pollo_Frito_Buenos_Aires,none,low,not permitted,Tamaulipas,?,?,36.0,0
U1082,132663,0,1.0,0,0.5,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,tacos abi,none,low,none,Tamaulipas,?,?,36.0,0
U1082,132560,0,1.0,1,0.5,student,friends,medium,black,informal,abstemious,1.69,?,variety,22.2371245,-99.166095,single,hard-worker,Catholic,true,public,63,familiar,no_accessibility,frente al tecnologico,No_Alcohol_Served,open,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,puesto de gorditas,none,low,permitted,Tamaulipas,?,?,36.0,0
U1060,132564,2,1.0,0,1.25,student,family,medium,blue,formal,casual drinker,1.84,independent,technology,22.2371245,-99.158864,single,thrifty-protector,Catholic,false,public,82,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,f,22.17655535,-100.8445762,churchs,none,low,none,?,?,?,34.0,1
U1060,132717,2,1.0,1,1.3333333333333333,student,family,medium,blue,formal,casual drinker,1.84,independent,technology,22.2371245,-99.158864,single,thrifty-protector,Catholic,false,public,82,familiar,partially,?,No_Alcohol_Served,closed,?,?,informal,f,22.17655535,-100.8445762,tortas hawai,none,medium,not permitted,?,?,?,34.0,1
U1060,132733,2,1.0,1,1.3,student,family,medium,blue,formal,casual drinker,1.84,independent,technology,22.2371245,-99.158864,single,thrifty-protector,Catholic,false,public,82,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Little Cesarz,none,medium,not permitted,Tamaulipas,?,?,34.0,1
U1060,132740,1,1.0,0,0.75,student,family,medium,blue,formal,casual drinker,1.84,independent,technology,22.2371245,-99.158864,single,thrifty-protector,Catholic,false,public,82,familiar,completely,?,No_Alcohol_Served,open,Ciudad Victoria,Mexico,informal,f,22.17655535,-100.8445762,Carreton de Flautas y Migadas,none,low,permitted,Tamaulipas,?,?,34.0,0
U1015,135071,0,2.0,1,1.0,student,family,medium,black,informal,social drinker,1.67,independent,technology,22.12676,-100.905209,single,thrifty-protector,Catholic,true,public,87,familiar,no_accessibility,De La Estrella 2005 Estrella de Oriente,Full_Bar,closed,San Luis Potosi,Mexico,informal,f,22.126375,-100.910926,Restaurante la Cantina,none,medium,section,San Luis Potosi,?,78396,36.0,0
U1123,132733,1,1.0,1,1.3,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Little Cesarz,none,medium,not permitted,Tamaulipas,?,?,38.0,0
U1123,132608,1,1.0,1,1.0,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,quiet,completely,cd. mier,No_Alcohol_Served,open,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,Hamburguesas La perica,none,low,permitted,Tamaulipas,?,?,38.0,0
U1123,135104,2,1.0,1,0.8571428571428571,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,?,Full_Bar,closed,?,?,informal,t,22.17655535,-100.8445762,vips,variety,medium,not permitted,?,?,?,38.0,1
U1123,132584,1,1.0,1,1.3333333333333333,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,t,22.17655535,-100.8445762,Gorditas Dona Tota,none,medium,not permitted,?,?,?,38.0,0
U1123,132667,1,1.0,0,1.25,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,calle emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,t,22.17655535,-100.8445762,little pizza Emilio Portes Gil,none,low,none,Tamaulipas,?,?,38.0,0
U1123,132740,1,1.0,0,0.75,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,?,No_Alcohol_Served,open,Ciudad Victoria,Mexico,informal,f,22.17655535,-100.8445762,Carreton de Flautas y Migadas,none,low,permitted,Tamaulipas,?,?,38.0,0
U1123,132613,1,1.0,1,1.1666666666666667,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,lic. Emilio portes gil,No_Alcohol_Served,closed,Ciudad Victoria,Mexico,informal,t,22.17655535,-100.8445762,carnitas_mata,none,medium,permitted,Tamaulipas,?,?,38.0,0
U1123,132594,1,1.0,1,0.6,student,family,medium,green,informal,abstemious,1.75,independent,technology,22.2371245,-99.168567,single,hard-worker,Catholic,false,?,97,familiar,completely,?,No_Alcohol_Served,open,?,?,informal,f,22.17655535,-100.8445762,tacos de barbacoa enfrente del Tec,none,low,not permitted,?,?,?,38.0,0
U1021,132740,2,1.0,0,0.75,student,family,medium,purple,no preference,social drinker,1.62,dependent,none,22.2371245,-99.171883,single,hard-worker,Catholic,false,car owner,97,familiar,completely,?,No_Alcohol_Served,open,Ciudad Victoria,Mexico,informal,f,22.17655535,-100.8445762,Carreton de Flautas y Migadas,none,low,permitted,Tamaulipas,?,?,41.0,1
U1026,132626,2,1.0,1,1.25,student,family,medium,red,formal,abstemious,1.55,independent,technology,22.2371245,-99.133,single,hunter-ostentatious,Catholic,false,public,49,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,?,informal,t,22.17655535,-100.8445762,la perica hamburguesa,none,medium,none,Tamaulipas,?,?,36.0,1
U1021,132668,2,1.0,0,1.0,student,family,medium,purple,no preference,social drinker,1.62,dependent,none,22.2371245,-99.171883,single,hard-worker,Catholic,false,car owner,97,familiar,completely,?,No_Alcohol_Served,closed,Ciudad Victoria,mexico,informal,f,22.17655535,-100.8445762,TACOS EL GUERO,none,low,none,Tamaulipas,?,?,41.0,1
U1021,132715,2,1.0,0,1.0,student,family,medium,purple,no preference,social drinker,1.62,dependent,none,22.2371245,-99.171883,single,hard-worker,Catholic,false,car owner,97,quiet,no_accessibility,?,No_Alcohol_Served,open,?,?,informal,f,22.17655535,-100.8445762,tacos de la estacion,none,low,none,?,?,?,41.0,1
U1044,134987,0,1.0,0,1.0,professional,family,medium,orange,informal,social drinker,1.73,kids,variety,22.078728500000004,-99.260789,married,thrifty-protector,Catholic,true,car owner,85,familiar,no_accessibility,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,Wine-Beer,closed,Cuernavaca,Mexico,informal,f,22.122991749999997,-100.8445762,Chilis Cuernavaca,none,medium,none,Morelos,chilis.com.mx,62290,44.0,0
U1083,135034,2,1.0,0,1.9090909090909087,?,?,?,yellow,?,abstemious,1.6,?,none,22.13392,-101.028373,?,hard-worker,none,false,?,40,familiar,no_accessibility,Cordillera de Los Alpes 160 Lomas 2 Seccion,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,f,22.140517000000003,-101.021422,Michiko Restaurant Japones,none,medium,none,San Luis Potosi,?,78210,44.0,1
U1083,132723,1,1.0,1,1.4166666666666667,?,?,?,yellow,?,abstemious,1.6,?,none,22.13392,-101.028373,?,hard-worker,none,false,?,40,familiar,completely,?,Full_Bar,closed,?,Mexico,informal,f,22.1489337,-101.019845,Gordas de morales,none,medium,section,San Luis Potosi,?,?,44.0,0
U1083,135046,2,1.0,1,1.2727272727272727,?,?,?,yellow,?,abstemious,1.6,?,none,22.13392,-101.028373,?,hard-worker,none,false,?,40,familiar,no_accessibility,Agricultura 595 del Valle,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,f,22.141282,-101.002958,Restaurante El Reyecito,none,medium,none,San Luis Potosi,reyecito.com,78200,44.0,1
U1108,135075,2,1.0,1,1.6923076923076923,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Himno Nacional 2104 Tangamanga,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,f,22.139573,-100.991564,Mariscos El Pescador,none,medium,none,San Luis Potosi,?,78269,42.0,1
U1108,132572,1,1.0,1,1.0,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,completely,?,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,f,22.141647100000004,-100.9927118,Cafe Chaires,none,low,not permitted,San Luis Potosi,?,?,42.0,0
U1108,135074,2,1.0,1,1.75,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Venustiano Carranza 303 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,f,22.149689,-100.999525,Restaurante la Parroquia Potosina,none,high,section,San Luis Potosi,?,78000,42.0,1
U1108,135028,1,1.0,0,1.5333333333333334,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Av. Carranza 830,Wine-Beer,closed,San Luis Potosi,Mexico,informal,f,22.146658,-100.987219,La Virreina,none,medium,none,San Luis Potosi,?,?,42.0,0
U1108,135085,1,1.0,1,1.3333333333333333,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Venustiano Carranza 719 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,f,22.150802,-100.98268,Tortas Locas Hipocampo,none,medium,not permitted,San Luis Potosi,?,78000,42.0,0
U1108,135032,2,2.0,1,1.1785714285714286,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,f,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,San Luis Potosi,?,78000,42.0,1
U1108,135086,1,2.0,1,0.8,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Lateral Salvador Nava Martinez 3145,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,t,22.141421,-101.013955,Mcdonalds Parque Tangamanga,none,medium,not permitted,San Luis Potosi,?,78290,42.0,0
U1108,132723,2,1.0,1,1.4166666666666667,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,completely,?,Full_Bar,closed,?,Mexico,informal,f,22.1489337,-101.019845,Gordas de morales,none,medium,section,San Luis Potosi,?,?,42.0,1
U1108,135046,1,1.0,1,1.2727272727272727,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Agricultura 595 del Valle,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,f,22.141282,-101.002958,Restaurante El Reyecito,none,medium,none,San Luis Potosi,reyecito.com,78200,42.0,0
U1108,135058,1,1.0,1,1.1111111111111112,student,solitary,medium,blue,informal,abstemious,1.81,independent,technology,22.143524,-100.987562,single,thrifty-protector,Catholic,false,public,76,familiar,no_accessibility,Munoz Sn Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,t,22.165587,-101.001273,Restaurante Tiberius,none,medium,none,San Luis Potosi,?,64000,42.0,0
U1012,135001,1,1.0,1,1.4285714285714286,student,family,medium,red,formal,casual drinker,1.84,independent,technology,22.078728500000004,-99.243697,single,hard-worker,Catholic,false,public,97,familiar,completely,Emiliano Zapata No. 825 Tlaltenongo,Wine-Beer,closed,Cuernavaca,Mexico,informal,t,22.122991749999997,-100.8445762,Vips,none,medium,none,Morelos,?,62170,37.0,0
U1012,134983,2,2.0,1,1.0,student,family,medium,red,formal,casual drinker,1.84,independent,technology,22.078728500000004,-99.243697,single,hard-worker,Catholic,false,public,97,familiar,no_accessibility,Domingo 10 711 El Empleado,Full_Bar,closed,Cuernavaca,Mexico,informal,f,22.122991749999997,-100.8445762,Restaurant and Bar and Clothesline Carlos N Charlies,none,high,section,Morelos,carlosandcharlies.com,62250,37.0,1
